,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,Arousal,Valence
1,752.mp3,151.9990809,88557,868.2058824,0.390692264,0.290501714,0.084391244,0.452436388,0.245846257,0.060440384,0.263109367,0.118772026,0.014106794,6.187559605,29.28375244,857.538208,0.324881017,37.61282349,1414.724487,0.018775124,2.634968042,6.943056107,0.153578013,0.068817571,0.004735858,2217.05129,613.3100291,376149.1918,2309.896887,387.3240438,150019.9149,20.22699305,7.284030571,53.05710137,4504.312507,1352.984049,1830565.837,2.219467884,2.786303069,7.763484794,-0.012513946,0.108408867,0.011752482,0.103241381,0.041618976,0.001732139,6.56E-06,0.120333813,0.014480226,0.000346241,0.07168138,0.00513822,2.772462585,1.624889224,2.640264991,0.8375,0.7875
2,746.mp3,99.38401442,61148,899.2352941,0.349988014,0.288375527,0.083160445,0.569209218,0.216518924,0.046880443,0.272965671,0.09393123,0.008823076,11.80197048,61.43017578,3773.666504,5.985928059,28.98221588,839.968811,0.012910943,2.216152906,4.911333561,0.217118904,0.069029033,0.004765007,2141.873089,508.3564471,258426.2773,2553.789067,274.4534534,75324.6981,19.36238743,6.443013244,41.51241966,4955.356118,1030.641675,1062222.263,2.839147801,3.209770438,10.30262626,0.005807581,0.068035462,0.004628824,0.084252678,0.029943926,0.000896639,5.13E-05,0.163588434,0.026761178,-5.13E-05,0.098362483,0.009675179,2.354503401,1.285731474,1.653105424,0.6625,0.7875
3,791.mp3,112.3471467,90630,1018.314607,0.35382247,0.281658977,0.079331785,0.489931226,0.230538279,0.053147897,0.265204677,0.114016722,0.012999813,18.54368591,70.88624573,5024.859375,8.668458939,21.39126396,457.5862122,0.013743341,1.540018201,2.371656179,0.298096985,0.051944118,0.002698191,2716.680244,528.1409177,278932.8289,2683.117646,254.4546235,64747.1554,19.24666555,6.381051593,40.71781944,5825.657716,1084.488627,1176115.581,4.482555099,4.714045309,22.22222318,0.008402274,0.083707239,0.007006902,0.132988555,0.043230519,0.001868878,6.21E-05,0.22122632,0.048941087,-7.18E-05,0.127392158,0.016228762,1.977179138,1.093343687,1.195400417,0.7875,0.7125
4,550.mp3,92.28515625,31118,662.0851064,0.436773479,0.297379911,0.088434808,0.336795717,0.264437795,0.06992735,0.228562768,0.176330356,0.031092394,20.32830238,117.4150772,13786.2998,7.770384312,33.58044434,1127.646118,0.016459605,2.996178627,8.977086067,0.286797762,0.082151964,0.006748945,2089.938758,830.790408,690212.7021,2549.260667,566.6626512,321106.5603,20.48711652,6.067152619,36.8103409,4836.014139,1936.357456,3749480.198,3.004386181,3.369220633,11.35164767,-0.061729946,0.145670141,0.02121979,0.072862885,0.04687648,0.002197404,-3.68E-06,0.233121917,0.054345828,-0.000156229,0.110899493,0.012298698,1.753106576,1.029471819,1.059812226,0.4375,0.375
5,236.mp3,112.3471467,37098,650.8421053,0.361414105,0.302994937,0.091805927,0.263611168,0.284082711,0.080702983,0.193459328,0.214258773,0.045906822,8.911578178,52.23428726,2728.420654,3.928988934,61.23828888,3750.128174,0.021309821,3.165091515,10.01780415,0.185680494,0.065290742,0.004262881,1188.171836,959.2361874,920134.0631,1645.667145,858.4016214,736853.3437,22.33542398,6.832231107,46.67938191,2347.111339,2288.433262,5236926.795,1.824762348,2.143171126,4.593182473,0.007154886,0.225061277,0.050652578,0.047834225,0.046918429,0.002201339,-6.77E-07,0.161424309,0.02605781,2.72E-05,0.06406793,0.0041047,3.855673469,2.242336906,5.028074801,0.3125,0.3
6,222.mp3,172.265625,73673,744.1717172,0.369202793,0.283253074,0.080232307,0.349368185,0.257635981,0.066376291,0.224211853,0.18183063,0.033062378,9.772192001,36.67115784,1344.773926,3.315446138,25.80498695,665.8973999,0.01784179,1.721783757,2.964539289,0.213542059,0.039251488,0.001540679,2475.184819,553.3715165,306220.0352,2550.135001,314.8151974,99108.60851,21.40489495,7.365047292,54.24392162,5449.956357,1393.99453,1943220.749,3.170910585,3.312856077,10.97501539,-0.006164944,0.161755327,0.026164786,0.122366302,0.039498843,0.001560159,6.93E-06,0.172524318,0.029764639,-1.71E-05,0.079213686,0.006274808,5.087492063,3.220264498,10.37010344,0.6625,0.35
7,544.mp3,99.38401442,124904,1287.670103,0.361081541,0.300993472,0.090597078,0.421124965,0.25775677,0.066438556,0.251516624,0.141678231,0.020072721,12.70724297,71.92188263,5172.756836,3.589822531,38.2543602,1463.395996,0.010719055,3.252921104,10.58149529,0.22177951,0.082493968,0.006805255,1922.117364,924.0562195,853879.8968,2372.21248,526.8214298,277540.8189,21.28921764,6.07788239,36.94065435,4034.638103,2013.407071,4053808.032,2.432999922,2.984033183,8.904454037,0.043307038,0.109169783,0.011918041,0.071911508,0.059074206,0.003489762,1.30E-06,0.183756366,0.033766404,6.73E-05,0.101304598,0.010262622,3.356444444,1.937655825,3.754510098,0.45,0.625
8,578.mp3,99.38401442,49349,783.3174603,0.258109719,0.292264462,0.085418522,0.324478507,0.291913331,0.085213393,0.206005118,0.202225677,0.040895225,9.145364761,59.18868256,3503.300049,2.801444054,44.1151123,1946.143066,0.01074021,1.916926742,3.674608231,0.180239946,0.085120477,0.007245495,2038.393567,891.7503563,795218.698,2494.454899,561.1798303,314922.802,21.47095037,6.411814583,41.11136624,4579.812671,2026.475494,4106602.929,1.950212072,2.464804375,6.075260608,0.067577911,0.208938501,0.043655297,0.075115775,0.0504764,0.002547867,8.55E-06,0.172402814,0.029722728,0.000110241,0.053143837,0.002824267,3.01046712,1.915572727,3.669418873,0.4625,0.625
9,587.mp3,172.265625,202893,1237.152439,0.359779567,0.28360942,0.080434307,0.420712471,0.255807638,0.065437555,0.246189213,0.150745496,0.022724205,3.257433414,14.70976639,216.3772278,-1.774606705,47.13452148,2221.663086,0.002829492,1.868238211,3.490314007,0.105832435,0.061932396,0.003835622,1873.930136,288.8407152,83428.95875,2107.864536,278.7152505,77682.19088,19.77655626,5.869117873,34.44654461,3726.639966,797.2883822,635668.7644,1.592178767,2.096254507,4.394282956,0.041986248,0.125442234,0.015735754,0.091425751,0.020823089,0.000433601,2.20E-07,0.095301338,0.009082344,-2.10E-06,0.042353071,0.001793783,3.640888889,2.196092196,4.822820932,0.3875,0.6
10,424.mp3,123.046875,66790,834.875,0.288261354,0.290314883,0.084282726,0.26772961,0.276344508,0.07636629,0.188391876,0.218727764,0.047841835,19.78418541,120.988472,14638.21094,7.167036057,29.87450409,892.4859619,0.012551397,1.751224518,3.066787243,0.285456538,0.082836397,0.006861869,1968.692271,560.5287229,314192.4492,2255.620174,394.9063968,155951.0622,22.28446089,7.140503929,50.98679637,4272.493334,1355.162363,1836465.029,3.53449914,3.809347659,14.51112959,0.106657868,0.205600238,0.042271458,0.085028306,0.033329167,0.001110833,1.86E-06,0.252362937,0.063687056,0.000148409,0.083435729,0.006961521,4.256217687,1.996863449,3.987463635,0.55,0.65
11,342.mp3,117.4538352,12006,363.8181818,0.407738835,0.32055521,0.102755636,0.429545462,0.306659669,0.094040148,0.239503993,0.161155734,0.025971171,17.77548218,113.8855972,12969.92871,4.119331837,29.88312531,893.0012207,0.040126149,3.552902222,12.62311363,0.260478258,0.121547543,0.014773806,2780.662646,1107.310016,1226135.471,2646.197557,509.2565083,259342.1912,19.74261054,6.93143199,48.04474943,5691.923802,2045.539786,4184233.015,3.269437397,4.023728776,16.19039326,0.017423624,0.150024793,0.022507439,0.139072345,0.090142688,0.008125704,6.13E-05,0.192334354,0.036992501,0.001095043,0.159495875,0.025438935,2.414875283,1.385182692,1.91873109,0.75,0.6875
12,356.mp3,129.1992188,160657,1275.055556,0.447575539,0.2887398,0.083370671,0.502131045,0.273268282,0.07467556,0.253291672,0.138479826,0.019176662,19.90909004,169.5131226,28734.69727,6.232591629,29.95930862,897.5601196,0.012626176,2.928447247,8.575802803,0.280219108,0.107803665,0.011621631,2185.219891,900.7626819,811373.4092,2365.079725,527.0836286,277817.1515,20.04589935,7.354867851,54.09408111,4566.889051,1923.372954,3699363.521,3.450857342,3.911636925,15.30090344,-0.027614279,0.110022079,0.012104858,0.092159685,0.058352068,0.003404964,4.06E-05,0.192454502,0.037038736,0.001656709,0.172873214,0.029885149,1.65906576,1.055767062,1.11464409,0.475,0.5625
13,418.mp3,135.9991776,87472,901.7731959,0.300048202,0.296206862,0.087738506,0.262104124,0.283473194,0.080357045,0.180286215,0.22545557,0.050830214,8.894694328,40.6774826,1654.657593,4.03949976,38.4821434,1480.875366,0.011726329,2.342698812,5.488237858,0.19402267,0.043683447,0.001908244,1953.818808,780.1487675,608632.0995,2494.395104,536.2199261,287531.8092,22.92737742,7.057453899,49.80765554,4349.548115,2169.457136,4706544.265,2.115829372,2.282873018,5.211509216,0.038194116,0.241977697,0.058553206,0.077363621,0.041114132,0.001690372,-1.82E-06,0.173744947,0.030187307,-6.87E-06,0.056119032,0.003149346,2.938485261,1.700827601,2.892814527,0.425,0.375
14,381.mp3,123.046875,11663,353.4242424,0.460599154,0.275492221,0.075895958,0.577977777,0.233520672,0.054531906,0.268429913,0.106201295,0.011278715,17.77164078,107.3998108,11534.71973,5.864519119,25.6177597,656.2695923,0.037608407,3.028417826,9.17131424,0.283405304,0.101076901,0.01021654,3409.104601,806.2607223,650056.3524,2842.211361,277.4730178,76991.27563,18.39874591,7.03612319,49.50702954,6849.656174,1126.554975,1269126.112,4.042906135,4.795470627,22.99653854,-0.015582388,0.06149107,0.003781152,0.184084027,0.093539031,0.00874955,1.31E-05,0.2029403,0.041184768,-0.000203707,0.150011569,0.022503469,2.470603175,1.388611531,1.928241983,0.9375,0.8
15,395.mp3,95.703125,74958,1012.945946,0.383126259,0.287056774,0.082401596,0.317377985,0.2818923,0.079463273,0.213106225,0.194728196,0.03791907,19.70584106,116.7312012,13626.17383,7.478462696,23.55465889,554.8219604,0.010032038,1.876134515,3.519880772,0.290846616,0.065442331,0.004282699,2519.170101,494.9017033,244927.6959,2716.464525,302.8936835,91744.58349,21.14590947,6.044163511,36.53191255,5513.312674,1181.83046,1396723.236,3.298372339,3.522163588,12.40563634,0.005020472,0.195449624,0.038200555,0.095173411,0.034016459,0.00115712,8.10E-07,0.255799621,0.06543345,-0.000135442,0.094891541,0.009004405,1.77168254,1.464755893,2.145509825,0.7125,0.675
16,140.mp3,92.28515625,113329,1259.211111,0.424818993,0.290548295,0.084418319,0.482894659,0.261766136,0.068521515,0.256269091,0.132889,0.017659486,22.06022644,142.1395416,20203.65039,6.10825634,29.59970665,876.1426392,0.011477276,2.789006472,7.778557301,0.297355026,0.099005818,0.009802152,2296.42587,935.7980253,875717.9441,2582.995153,494.8224502,244849.2572,20.88205128,6.844277917,46.84414021,5164.714603,1931.744522,3731636.898,3.373947917,3.794065023,14.3949294,0.022006713,0.107996311,0.011663203,0.087187115,0.059630451,0.003555791,9.41E-06,0.226877302,0.051473308,0.000984943,0.143343523,0.020547366,1.897070295,1.162299642,1.350940458,0.5625,0.65
17,626.mp3,103.359375,41700,718.9655172,0.415434092,0.278517663,0.077572085,0.572624862,0.222759664,0.049621869,0.274223863,0.090192051,0.008134606,27.79768753,107.0929871,11468.90723,8.474832535,23.45118141,549.9579468,0.019126644,1.539208651,2.369163275,0.365095913,0.067079119,0.004499609,2935.938545,465.1932694,216404.7779,2778.521007,208.7265526,43566.77375,18.09191132,6.281700949,39.45976681,6348.072005,763.1726204,582432.4485,5.821064481,6.063434292,36.76523541,-0.014169344,0.062845136,0.003949511,0.149023371,0.044583188,0.001987661,-0.000162395,0.239893362,0.057548825,0.000260406,0.174885944,0.030585095,2.712090703,1.711557962,2.929430658,0.9375,0.775
18,632.mp3,172.265625,37310,592.2222222,0.430734694,0.283959746,0.080633134,0.348729402,0.266035259,0.070774756,0.232422082,0.1712113,0.029313309,20.39151382,136.1676025,18541.61523,8.85306263,21.51868439,463.0538025,0.020095516,2.11447382,4.470999241,0.297001004,0.082420498,0.006793138,2755.46263,596.4438877,355745.3112,2751.006059,293.8507667,86348.27309,19.57440068,6.636578168,44.04416977,5936.588353,1189.627059,1415212.54,3.736815573,4.046069697,16.37068,0.014423061,0.163262686,0.026654705,0.111925014,0.044442245,0.001975113,1.43E-05,0.247173399,0.061094686,0.000590351,0.114502311,0.013110779,1.676480726,0.948602645,0.899846978,0.8625,0.6875
19,96.mp3,107.6660156,54098,807.4328358,0.423414975,0.301284492,0.090772346,0.569097817,0.247597009,0.061304279,0.271994709,0.096706833,0.009352211,15.47079277,108.0216599,11668.67871,5.616305351,25.34697914,642.4693604,0.015025974,3.533287287,12.48411846,0.25450179,0.090269148,0.008148519,2781.652365,685.7163141,470206.8634,2708.772893,313.7767575,98455.85354,19.59703061,7.113312446,50.59921396,5984.351733,1302.872007,1697475.467,3.282696032,3.909193945,15.2817973,-0.001098866,0.06867165,0.004715796,0.125124826,0.052396173,0.002745359,4.32E-05,0.180146649,0.032452814,-3.50E-05,0.143494844,0.020590769,2.081668934,1.304132273,1.700760984,0.875,0.825
20,168.mp3,143.5546875,163422,1219.567164,0.341813564,0.283786327,0.080534682,0.395034522,0.269949138,0.072872542,0.234437101,0.168441619,0.028372579,17.16592789,68.19286346,4650.26709,4.117591381,35.57522583,1265.596802,0.001734177,1.873633862,3.510504007,0.273248136,0.07343293,0.005392395,2193.868412,814.2031343,662926.7438,2337.945359,666.9333817,444800.1356,21.44686361,6.777152758,45.9297995,4847.673304,1880.268707,3535410.411,3.730217401,4.272503772,18.25428848,-0.03766222,0.159675759,0.025496348,0.099213863,0.042247524,0.001784853,2.34E-06,0.223809347,0.050090626,1.34E-05,0.103667617,0.010746974,3.669913832,2.162742463,4.67745496,0.7125,0.625
21,829.mp3,143.5546875,72656,807.2888889,0.419607073,0.297818929,0.088696122,0.534180403,0.251928627,0.063468032,0.267864195,0.107620194,0.011582106,13.69175339,92.57596588,8570.30957,6.419667244,24.46530724,598.5512695,0.021558644,2.351279974,5.528517246,0.242805451,0.07807482,0.006095677,2537.676849,537.9839523,289426.7329,2469.49976,299.5993916,89759.79542,18.81445948,6.659419687,44.34787057,5184.384697,1120.562496,1255660.307,3.472836508,3.900584667,15.21456075,0.014996043,0.072880755,0.005311604,0.118526922,0.048774222,0.002378925,1.07E-05,0.17763254,0.031553317,-9.54E-05,0.118982583,0.014156855,1.929578231,1.052683757,1.108143092,0.8,0.8125
22,69.mp3,161.4990234,15657,347.9333333,0.397328496,0.27960068,0.078176536,0.506281137,0.238213196,0.056745525,0.266115959,0.111873276,0.01251563,14.97114182,72.44490814,5248.264648,5.90539217,25.97723961,674.8170166,0.039094839,2.029901981,4.120502472,0.254486054,0.079996057,0.006399369,2446.552745,555.6949041,308796.8265,2533.473529,281.5192362,79253.08033,19.56931746,6.225146786,38.75245251,5204.053,1132.628634,1282847.621,3.747865978,4.20636068,17.69347017,0.050211166,0.081422744,0.006629663,0.118907793,0.046492822,0.002161582,-0.000112265,0.184065253,0.033880018,4.20E-05,0.125275075,0.015693845,2.181514739,1.35987432,1.849258165,0.7125,0.775
23,197.mp3,64.59960938,17790,593,0.32090047,0.300244063,0.090146504,0.338116676,0.279748499,0.07825923,0.221213039,0.185467315,0.034398125,9.898336411,55.1642189,3043.091064,2.26320076,40.9589119,1677.632324,0.005711182,2.204683542,4.860629559,0.196733311,0.074880421,0.005607077,1809.614213,579.540926,335867.6849,2168.076979,390.7789631,152708.198,23.51370757,6.754081673,45.61761924,3870.735384,1357.959945,1844055.211,2.219581522,2.6840776,7.204272564,-0.003237464,0.191191232,0.036554087,0.070220063,0.029213885,0.000853451,6.65E-07,0.175153747,0.030678833,-0.000106175,0.075302243,0.005670428,3.351800454,2.357428981,5.557471401,0.3375,0.4375
24,801.mp3,107.6660156,49011,765.796875,0.498849154,0.275390953,0.075840175,0.321122617,0.28874436,0.083373301,0.211653031,0.196306719,0.038536328,23.92698479,176.2747192,31072.77539,5.688613892,49.85056686,2485.079102,0.012814046,4.323892593,18.69604683,0.295694083,0.122657515,0.015044866,1864.930391,1286.322907,1654626.62,2267.038647,795.7359098,633195.6382,21.75370683,7.030801333,49.43216739,4052.600098,2568.155566,6595423.013,2.085554952,2.530413178,6.402990853,0.021461172,0.20357748,0.04144379,0.05486158,0.091077655,0.008295139,-3.98E-06,0.281529129,0.079258643,-8.51E-06,0.114904091,0.01320295,1.799546485,0.831699102,0.691723397,0.3375,0.2875
25,815.mp3,95.703125,34740,681.1764706,0.29491964,0.315401942,0.099478394,0.287298143,0.283239096,0.080224387,0.209299279,0.198814349,0.039527145,3.471119165,24.47620392,599.0845337,-6.887011528,54.70984268,2993.166992,0.01508835,3.178828001,10.10494709,0.114219591,0.050900374,0.002590848,2100.602805,1121.215791,1257124.849,2405.814582,506.8254119,256871.9981,23.70468227,7.114296088,50.61320883,4402.63502,2121.970506,4502758.829,1.040373963,1.315324364,1.730078183,0.034862778,0.182139092,0.033174649,0.070886407,0.077613485,0.006023853,3.83E-07,0.110175274,0.012138591,-1.16E-05,0.038186658,0.001458221,2.925714286,1.837474693,3.376313249,0.2875,0.3125
26,55.mp3,92.28515625,31295,665.8510638,0.361786425,0.291598499,0.085029677,0.368070066,0.28973487,0.083946295,0.223382133,0.182848998,0.033433756,15.40332699,96.39502716,9292.001953,6.191908836,41.36201477,1710.816162,0.017134087,3.612039566,13.04682922,0.247910857,0.075778738,0.005742417,1747.448544,852.5667953,726870.1405,2152.941484,658.8578901,434093.7194,21.60608738,6.667026211,44.4492385,3611.559716,2024.756124,4099637.36,2.80968287,3.137523875,9.844056063,0.026248665,0.125212669,0.015678212,0.067151702,0.040828449,0.001666962,5.44E-06,0.195847228,0.038356137,0.000307217,0.114152849,0.013030874,1.78677551,1.05928494,1.122084585,0.625,0.4
27,7.mp3,117.4538352,31558,584.4074074,0.390744865,0.305108458,0.093091175,0.610263169,0.22928381,0.052571062,0.274877919,0.088178586,0.007775463,17.15956116,111.5504608,12443.50586,2.357666254,26.37599754,695.6932373,0.008580173,2.877426386,8.279582977,0.263967305,0.097416691,0.009490011,2713.926325,972.7896213,946319.6474,2679.553361,376.8047626,141981.8291,20.25256062,7.054508407,49.76608887,5924.812683,1560.799761,2436095.895,3.317783747,3.901659813,15.2229493,0.013724843,0.064581296,0.004170744,0.129172621,0.091937504,0.008452505,-3.57E-05,0.176786214,0.031253368,-0.00037455,0.173085883,0.029958723,2.67261678,1.500751135,2.252253968,0.7,0.725
28,54.mp3,143.5546875,39726,592.9253731,0.432056993,0.279157639,0.07792899,0.601603568,0.217007652,0.047092319,0.274217334,0.090211902,0.008138187,13.56452847,67.75774384,4591.112305,6.79057312,26.79704857,718.0818481,0.013315426,2.075059414,4.305871487,0.243931919,0.075715438,0.005732828,2559.376108,592.7711946,351377.6891,2549.804093,331.1700732,109673.6174,19.19784805,6.920563673,47.89420156,5543.552874,1201.033842,1442482.289,3.651013092,4.062490585,16.50382975,-0.001581615,0.060035987,0.00360432,0.120653439,0.04637005,0.002150182,-1.92E-05,0.168085396,0.0282527,0.000144497,0.119349755,0.014244365,3.152108844,1.742098279,3.034906412,0.875,0.775
29,814.mp3,99.38401442,41318,751.2363636,0.382204115,0.288176507,0.083045691,0.41699335,0.275595814,0.075953059,0.243644367,0.15482492,0.023970756,13.71388054,73.99573517,5475.368652,3.570849419,33.21583557,1103.291626,0.021846449,2.953053236,8.720522881,0.225588128,0.100361265,0.010072384,2188.429144,941.6001214,886610.7887,2410.506038,468.3428874,219345.0601,19.81795153,6.409709609,41.08437727,4673.161713,1878.30788,3528040.493,2.913382171,3.551927366,12.61618801,0.02348514,0.136451197,0.018618929,0.096532782,0.07864017,0.006184276,9.77E-05,0.178729624,0.031944279,0.000181265,0.116045944,0.013466661,3.942748299,2.234256808,4.991903482,0.7125,0.7375
30,6.mp3,143.5546875,42339,622.6323529,0.567835629,0.25321275,0.064116694,0.257801592,0.275329024,0.075806066,0.189823613,0.217486388,0.047300329,19.7701149,160.414093,25732.67969,5.001348972,42.26337433,1786.192749,0.002669863,4.35095787,18.93083382,0.272949308,0.118948102,0.014148651,2511.312447,1117.892031,1249682.593,2504.439364,625.79387,391617.9677,21.43518218,7.932860241,62.9302716,5209.958496,2216.297225,4911973.388,2.572290463,3.284846074,10.79021373,0.073360602,0.2154037,0.046398754,0.08780681,0.064541058,0.004165548,4.63E-06,0.267649204,0.071636103,0.000327063,0.10516087,0.011058809,2.179192744,1.3355668,1.783738677,0.5125,0.35
31,40.mp3,80.74951172,35986,749.7083333,0.311220497,0.299306333,0.089584276,0.470690578,0.285581559,0.081556819,0.246831599,0.149691333,0.022407495,6.275969982,39.32398987,1546.376099,1.727293015,32.15578461,1033.994507,0.008003253,2.295473099,5.269196987,0.160085648,0.05960995,0.003553346,2652.104823,711.6428073,506435.4852,2827.567434,379.7084375,144178.4975,21.62507343,6.257035013,39.15048715,6039.658717,1578.433255,2491451.542,1.881398453,2.202263778,4.849965749,0.010222175,0.130495045,0.017028957,0.1108582,0.051752605,0.002678332,2.43E-06,0.126389012,0.015974181,9.85E-06,0.076951444,0.005921524,2.389333333,1.390115291,1.932420522,0.375,0.6625
32,68.mp3,112.3471467,32408,623.2307692,0.4428536,0.301038265,0.090624042,0.377004474,0.274099559,0.075130567,0.238607832,0.162479647,0.026399636,27.02522469,240.6697693,57921.94141,5.155903816,31.75333023,1008.273987,0.013213123,3.509402275,12.31590462,0.319233328,0.134199411,0.018009484,2694.487923,1065.822883,1135978.417,2792.173345,518.4857751,268827.499,21.82365642,7.857279516,61.7368414,6072.638466,1928.343883,3718510.132,2.899394729,3.496057993,12.22242149,0.001429066,0.147695627,0.021813998,0.078846502,0.070853466,0.005020214,-5.66E-05,0.282587111,0.079855479,-0.000391701,0.134875774,0.018191475,2.706285714,1.641496014,2.694509164,0.65,0.575
33,828.mp3,135.9991776,44215,659.9253731,0.359898478,0.316641867,0.100262068,0.536136389,0.246629864,0.060826287,0.270739155,0.100168075,0.010033643,24.69301605,163.7126465,26801.83203,2.496560335,34.40307617,1183.571533,0.005946781,4.857200623,23.59239578,0.30843544,0.118781179,0.014108969,2209.777365,688.8213157,474474.8049,2502.702117,454.5276493,206595.384,21.22170485,7.169577036,51.40283488,4863.172501,1697.975256,2883119.969,3.319129107,4.165257304,17.34936841,-0.01831504,0.067080633,0.004499811,0.072926574,0.03718299,0.001382575,-4.21E-05,0.232889056,0.054237314,-0.000151593,0.184065968,0.033880282,3.816199546,2.596924077,6.744014664,0.65,0.6
34,196.mp3,123.046875,10707,369.2068966,0.537466645,0.285636336,0.081588112,0.293681055,0.293037862,0.08587119,0.194604921,0.213218803,0.045462258,19.67624855,172.9889526,29925.17773,4.515206337,57.06696701,3256.638672,0.040730901,4.76773119,22.73126221,0.267784148,0.109404072,0.011969251,1190.732826,793.3457365,629397.4576,1778.896606,703.6779772,495162.6956,21.98593328,7.26847545,52.83073537,2548.895537,2034.502318,4139199.683,1.717548042,2.289342775,5.24109034,0.015923911,0.209567081,0.043918361,0.021579063,0.026378308,0.000695815,3.53E-05,0.259789437,0.067490555,-7.29E-05,0.103427425,0.010697233,3.416816327,1.841260049,3.390238566,0.4375,0.3625
35,97.mp3,123.046875,15567,399.1538462,0.419525623,0.295058548,0.08705955,0.529249907,0.260567874,0.067895621,0.262168398,0.120834864,0.014601064,15.77008533,100.3111572,10062.32813,5.605710506,26.866045,721.7844238,0.036134835,3.09765029,9.59543705,0.260238439,0.092168286,0.008494994,2707.477019,612.4141214,375051.0561,2604.576076,247.800141,61404.90986,19.3965476,6.837367734,46.74959753,5677.277526,1009.841139,1019779.127,3.641151945,4.275377688,18.27885437,0.024078103,0.090381575,0.008168829,0.127907087,0.054935338,0.003017891,6.06E-06,0.155288443,0.024114503,-0.000615642,0.17070578,0.029140463,2.12462585,1.266658636,1.604424099,0.85,0.75
36,169.mp3,135.9991776,50048,685.5890411,0.392492503,0.275975138,0.076162279,0.419055939,0.276036024,0.076195881,0.238633754,0.162441573,0.026387265,19.98976326,84.90406036,7208.699219,7.508209229,29.1838932,851.699646,0.018990912,1.935420156,3.745851278,0.294337869,0.077592827,0.006020647,2300.655781,769.0296743,591406.6399,2464.985465,514.4795304,264689.1872,20.53738904,6.655446317,44.29496568,4979.272355,1654.267029,2736599.404,4.020776015,4.467193248,19.95581551,0.048919027,0.150649674,0.022695324,0.102063165,0.049908293,0.002490838,3.48E-05,0.232467875,0.054041311,0.000356686,0.115896396,0.013431975,3.920689342,2.365659589,5.596345291,0.675,0.6
