[[ 0.05515756  1.93684604  1.74219987 -0.35832925 -0.39245012 -0.41360081
  -0.36560096 -0.10445726 -0.14797363 -0.09145064  0.25258183  0.14110083
  -1.07763804 -1.26052943 -0.86749367 -0.31271487 -0.92512715 -0.76623021
  -0.59670584 -0.83184146 -0.75839654 -0.71443143 -0.70689944 -0.72330327
   0.7633175  -1.05493274 -0.93585557  0.04209523 -0.94783874 -0.78953851
  -0.41177515  0.02208622 -0.02505851  0.41152426 -0.94978934 -0.87842618
   0.30203519  0.27306939  0.15201425 -1.25782556  0.11679958 -0.05611623
   1.64048834 -0.42853377 -0.48384112  0.01652606 -0.94020542 -0.95618501
  -0.35332703 -0.52841133 -0.62447472 -0.49826846 -0.41442659 -0.2038479 ]],0.7
[[ 1.13803297 -0.20682818 -0.41791441 -0.85852842 -0.64386349 -0.66049169
  -0.72340599  0.53204909  0.51310485 -0.75211072  0.85411105  0.80169265
   0.40544548 -0.63358728 -0.62383296  0.43934799 -0.38988371 -0.42172236
   0.28620071 -1.09904543 -0.91480097  0.5773177  -0.64710536 -0.68037811
  -0.62676747 -0.76162226 -0.74998062 -0.17443168 -0.58508015 -0.57651901
   0.47191078 -0.30388436 -0.28535476 -0.42229525 -0.41271468 -0.4928432
   0.88750675  0.86926825  0.84962045 -0.38313694  1.16836011  1.0587967
  -0.52129243 -0.97000061 -0.80477822  0.0252051   0.612273    0.52529925
   0.02044522 -0.35972326 -0.47923374  0.52682462  1.30429025  0.4959076 ]],0.625
[[-2.13089717 -0.67222731  0.07068789  0.83874714  0.67235984  0.66362004
  -0.76807033  3.0283664   3.43274771 -1.51436839  1.4325786   1.5134755
  -0.2670587   0.72671351  0.47233689 -0.49711429  2.16746678  2.21691556
  -0.00755731  1.39511953  1.33288881 -0.48209585  1.11930269  1.0654076
  -1.96497842  0.95386769  0.84796712 -1.31809449  2.00191136  2.08610212
   1.18767778 -1.55292025 -1.19818469 -1.9627121   2.04577418  2.31202256
  -1.40126265 -1.3290705  -1.24585785 -3.39526334  2.03224015  2.23673615
  -1.88281004 -0.68956097 -0.65044121  0.0379053   0.03796016 -0.1008262
  -0.25907692  0.39742581  0.27252135  0.77602285  0.67952425  0.18930156]],0.3375
[[ 0.05515756 -0.22050819 -0.15086801  0.65694941 -1.20467535 -1.20095969
   0.97497311 -0.9042308  -0.93059835  0.74041476 -0.71140643 -0.74836714
   1.88553848  1.31206369  1.1831143   1.23405455 -1.23447757 -0.93255108
   0.74611953 -0.241045   -0.34068893  1.95328888  0.02656962 -0.12358464
   1.89725722 -0.16029316 -0.28916536  1.19996801 -1.06374972 -0.84928987
  -0.93443336 -0.09187322 -0.11709669  1.57427465 -1.09298741 -0.9674783
   2.1171244   2.08875199  2.57625905 -0.2195569  -0.99875407 -0.8560753
   1.81973751  1.25266584  1.11931302  0.02841533  1.48152381  1.647367
  -0.37487845  1.5896325   1.78726159 -0.28208702 -0.38088034 -0.19451084]],0.9375
[[ 0.05515756  1.01210971  1.06062689  0.16545547 -0.74658542 -0.76054732
   1.72108433 -1.80926838 -1.7517242   1.45384022 -1.90757965 -1.56241774
  -1.75617911 -1.58499408 -0.92879207 -0.75998068 -0.43840371 -0.45591609
  -0.70706546 -0.40854783 -0.46917351 -1.68600486 -1.56183358 -1.22123374
   0.04459185 -1.32878917 -1.08637853 -1.10804169 -1.15251526 -0.89232546
  -1.13404499  0.60140843  0.46008874 -0.54446054 -1.48441867 -1.18135391
  -0.56995432 -0.73979582 -0.81250953 -1.06592716 -1.31607463 -1.0116286
   1.35884023 -0.78731585 -0.70713914 -0.38029277 -1.91920413 -1.54597718
  -1.81552078 -1.16048197 -1.09659727 -0.02581375  0.17495194 -0.01476439]],0.6375
[[-1.78573063 -0.81743518 -0.30386289 -1.26323292  0.13738708  0.11602982
  -0.35942859  0.34690609  0.31732073 -0.15389758  0.31442712  0.205277
  -0.8018074  -0.84270578 -0.72344922 -0.13111765 -0.16046201 -0.25203815
   0.02169717 -0.9186659  -0.81143925 -0.61357469 -0.92684755 -0.87208828
  -0.7316618  -0.98543192 -0.89411766 -0.30160033 -0.71999291 -0.66034884
   0.64193172 -0.15870707 -0.17055499 -0.45407796 -0.86811014 -0.82503802
  -0.47243284 -0.69128228 -0.77264454 -0.06991425  0.53829539  0.34872159
  -0.67781026 -1.10456073 -0.86976531  0.06437803 -0.56341754 -0.65819401
  -0.05991419 -0.70777152 -0.7700128   0.06380328  0.0689753  -0.05267932]],0.3125
[[-6.81197714e-01 -1.05680056e+00 -1.22003258e+00  2.80295414e-01
  -4.08803143e-02 -6.35792957e-02  1.94359429e-01  6.17191620e-01
   6.04102550e-01  2.69126838e-01 -1.29691587e-01 -2.36549020e-01
  -1.68975292e-01  5.40559728e-01  2.76444167e-01  2.21635272e-01
  -3.02686979e-01 -3.58786608e-01  1.02937911e+00 -1.09033934e-03
  -1.42763178e-01 -1.95374130e-01  5.68400647e-01  4.21772114e-01
   3.83162728e-01 -6.19614358e-02 -2.03612844e-01  1.00717076e+00
  -6.47397209e-01 -6.15918443e-01  1.12574440e+00 -4.38638764e-03
  -4.65383937e-02  7.62872389e-01 -1.15114314e-01 -2.44113671e-01
  -5.67885213e-01 -6.83314489e-01 -7.66036247e-01  3.48782394e-01
  -2.78720574e-01 -3.84836650e-01 -1.37788064e-01  2.20600042e-01
   2.63889674e-02  2.55401948e-02 -1.61866245e-01 -2.97180769e-01
   2.79772279e-01  2.12769620e-01  7.41230369e-02 -6.19330062e-01
  -4.70872005e-01 -2.19170318e-01]],0.5875
[[-0.82988484 -0.22580368  0.15406314  0.26234873 -1.05463061 -1.05774555
   0.24913799  0.28602575  0.25356809  0.11238464  0.04208741 -0.07090097
   1.35771071  1.05074836  0.8480292   0.86071847 -0.96628652 -0.78974478
   0.02964886 -0.04533351 -0.18048512  1.38148117  0.1732101   0.01542814
   0.67034012 -0.26198812 -0.37462874  0.5477951  -0.6421333  -0.61263538
  -0.0088414  -0.37180514 -0.33844137  0.64478238 -0.43560386 -0.51093783
   0.926845    0.93437578  0.93163055 -0.27323908 -0.93470008 -0.82080736
   0.01832853  0.11108298 -0.06928811 -0.08465338  1.58678833  1.79750367
  -0.5471803   0.64199677  0.55024572 -0.24120907 -0.05674331 -0.09543086]],0.775
[[-0.52012    -0.58745304 -0.41204442  0.10251858  2.12487707  2.21540286
   0.64153984  0.7038502   0.69734378  0.87353588 -0.89826555 -0.896675
   1.48283928  1.86842138  1.99203328 -0.24755196  1.26719434  1.10079488
   0.27808588  1.20016257  1.09362451  0.67079475  2.72940604  3.46181301
  -1.26313444  0.01235138 -0.13705596 -0.56812583  0.66165005  0.45627156
  -0.04739158  0.23267992  0.14796321 -0.98039569  0.88729386  0.77767936
  -0.3629201   0.11051005 -0.02149795 -0.22720747 -0.42832137 -0.4962582
  -1.56724583 -0.64812342 -0.62547115  0.04346793  1.34492602  1.45713135
   0.01024085  0.70341265  0.6226638   0.76265891  1.13517309  0.40702292]],0.675
[[ 0.82219431  1.71794261  1.2483868  -1.53315192  0.05425657  0.03209496
  -2.25746587  0.69079632  0.68325899 -2.97326876  2.30255652  2.72520762
  -0.34163351 -0.86959563 -0.73492628  0.02615808  0.24739627  0.08224224
  -0.33891214 -0.8758124  -0.78552649 -0.100602   -1.01307738 -0.92650909
  -1.37990143 -0.21483487 -0.33538287 -1.02593343 -0.38958546 -0.44536668
   3.00747023 -1.70811783 -1.30223983 -1.36330407 -0.37409322 -0.46197627
  -0.41077625 -0.66372835 -0.74971893 -0.0076366   3.13382787  4.08163741
  -0.92135381 -0.26372309 -0.36725654  0.02387945  0.47992531  0.37288243
